Filename,BACKGROUND,FEATHER,OUTWEAR,BEAK,HEADWEAR,EYES,EYEWEAR,RARITYSCORE,RANK
725,rainbow,yellow,green jacket,small,pan,normal,none,0.18213921678422842,1368
1970,blue sky,purple,crewneck sweatshirt: pink,moustache big,none,not normal,none,0.18211862902215578,1369
1019,purple,red glitch,white shirt,big,chef hat,normal,none,0.1816956934308396,1370
050,rainbow,purple,bowtie,small,cavalier hat ,normal,none,0.18161850517940828,1371
665,pink sky,black,cross necklace,big,straw hat,normal,none,0.1813399872393648,1372
355,blue sky,pink,medal,big,chef hat,normal,none,0.18133811437043504,1373
983,purple,red glitch,tracksuit navy blue,small,firefighter hat,normal,none,0.18128093610048093,1374
1231,pink sky,pink,construction vest,gold big,none,black red,none,0.18114391447167696,1375
1478,green chart,pink,white shirt,small,top hat,normal,none,0.18101998677818001,1376
557,sun,purple,bowtie,big,beanie,normal,none,0.1809452870437011,1377
1633,purple,green,none,cigar,witch hat,cyclops,none,0.18067481694270854,1378
086,ninja,green,clown outfit,cigar,none,heart,none,0.1801965370774487,1379
899,blue,boorb,none,moustache normal,poisoned apple,crying,none,0.1799939643482211,1380
1911,grey,blue,cross necklace,small,halo,eyebrow,none,0.17965822393764908,1381
781,rain,purple,none,silver,cowboy hat,black red,none,0.17896432087505043,1382
744,blue,black skull,firefighter uniform,normal,pilot helmet,eyebrow,none,0.17869537173048308,1383
1470,grey,pink love,none,moustache normal,cone,normal gold,none,0.17855294425315305,1384
586,pink sky,brown,pink dress,normal,plant,normal,none,0.17853821210270038,1385
1677,beach,pink love,tracksuit navy blue,moustache big,none,black red,none,0.17842603662339535,1386
1567,teal,purple,none,worm,bowler hat,freezing beam,none,0.17834828756564802,1387
380,blue,blue,witch robe,small,cop hat,eyebrow,none,0.17833544527937115,1388
473,grey,green,duck floaty,big,bullseye cap,eyebrow,none,0.17833254595905598,1389
1141,ninja,purple,firefighter uniform,silver,none,crying,none,0.17826282680208508,1390
692,doom gloom,brown,pajamas blue holding pillow,normal,beanie,eyebrow,none,0.17823640198683308,1391
1245,green chart,black skull,white shirt,moustache normal,none,pumped up,none,0.17822398784017832,1392
452,rain,pink,firefighter uniform,big,pirate hat,eyebrow,none,0.1781725129846328,1393
537,graveyard,green,pink dress,normal,bucket,normal,none,0.17770103963800868,1394
462,purple,grey,purple jacket,big,firefighter hat,eyebrow,none,0.17758421905788127,1395
2179,teal,green,none,worm,clown hat,red laser,none,0.17747705112961093,1396
650,teal,pink love,none,moustache big,sunny side up,black red,none,0.177348548393477,1397
2198,teal,brown,crewneck sweatshirt: pink,big,pilot helmet,eyebrow,none,0.17707514621472167,1398
916,rain,purple,none,moustache normal,rug!,normal gold,none,0.17700345173604026,1399
926,thunder,green,medal,normal,lamp,eyebrow,none,0.17689430680473164,1400
1216,rain,green,karate uniform,normal,pilot helmet,eyebrow,none,0.1767730556553756,1401
2073,teal,black skull,cop uniform,small,pajamas cap,normal,none,0.17671918184631907,1402
927,purple,blue,scarf,small,baseball cap,eyebrow,none,0.176582165737335,1403
2088,ninja,black,none,big,brain,freezing beam,none,0.17657722068654194,1404
1214,grey,green,cross necklace,small,clown hat,eyebrow,none,0.17652512760015782,1405
524,teal,blue,none,moustache normal,headset pink,not normal,none,0.17650580399672028,1406
141,grey,purple,bowtie,big,gm,eyebrow,none,0.17647144884100963,1407
921,grey,green,none,cigar,poisoned apple,heart,none,0.17635436079287709,1408
2162,pink sky,purple,karate uniform,normal,cone,normal,none,0.17634478130374173,1409
397,teal,purple,none,moustache normal,headband,cyclops,none,0.1762742113074223,1410
276,teal,grey,sailor costume,small,pajamas cap,eyebrow,none,0.17609835246117672,1411
075,grey,robot,clown outfit,moustache small,none,machine,none,0.1759394550553584,1412
2161,blue,grey,scarf,small,headband,eyebrow,none,0.17592326506899916,1413
1680,blue,blue,green jacket,small,bowler hat,eyebrow,none,0.17588578256948964,1414
610,grey,yellow,white shirt,big,rubber duck,eyebrow,none,0.17568910139389313,1415
1377,sun,black,detective suit,worm,none,normal gold,none,0.17562167697766967,1416
1808,grey,yellow belly,karate uniform,small,apple,normal,none,0.17557222917862367,1417
1731,teal,black,duck floaty,normal,leprechaun's hat,eyebrow,none,0.17547622360734658,1418
1724,grey,pink,pajamas blue holding pillow,big,rubber duck,eyebrow,none,0.17541281192361233,1419
785,purple,fire blue,bowtie,moustache normal,none,freezing beam,none,0.1753350452536065,1420
1252,rain,grey,farmer outfit,big,bowler hat,normal,none,0.17509727296297756,1421
331,teal,grey,white shirt,big,cowboy hat,eyebrow,none,0.1750536603590599,1422
2175,purple,grey,pink dress,big,leprechaun's hat,eyebrow,none,0.17497930932203967,1423
1906,blue,purple,scarf,not normal,none,rainbow laser,none,0.1749495624534106,1424
1050,blue,green,none,moustache small,construction hat,cyclops,none,0.17480884548075967,1425
637,cancer constellation,blue ninja,gold necklace,normal,none,red laser,none,0.17476942468279955,1426
1250,purple,brown,chef,normal,basquiat's crown,eyebrow,none,0.17470890624707885,1427
1832,purple,purple,leather jacket black,normal,clown hat,eyebrow,none,0.17463404426751233,1428
159,purple,black,gold necklace,big,poisoned apple,eyebrow,none,0.1745370435938862,1429
582,thunder,pink,pocho,small,construction hat,normal,none,0.17451892739479818,1430
1647,grey,brown,cross necklace,big,headset pink,eyebrow,none,0.1744155878739084,1431
937,teal,purple,gold necklace,gold normal,none,red laser gold,none,0.1744143395778708,1432
1131,thunder,blue,sailor costume,small,headband,normal,none,0.17421629954326212,1433
1604,blue,grey,bowtie,small,plunger,eyebrow,none,0.17412277220928815,1434
1359,red chart,purple,none,small,poisoned apple,machine,none,0.1738807745508445,1435
1059,space,black,tracksuit navy blue,moustache normal,none,heart,none,0.17385965135645878,1436
207,rain,purple,tracksuit navy blue,small,straw hat,normal,none,0.17378270763363007,1437
1056,thunder,black,pink dress,small,lamp,normal,none,0.1737217812643383,1438
554,beach,blue,clown outfit,moustache big,none,heart,none,0.1737170638822519,1439
2022,cancer constellation,green,pajamas blue holding pillow,moustache small,none,normal gold,none,0.17353770781910818,1440
2102,blue,brown,none,silver,cavalier hat ,heart,none,0.17340560247952855,1441
1487,blue,grey,none,silver,rubber duck,crying,none,0.17326244907360758,1442
251,rain,grey,scarf,pipe,none,machine,none,0.1732503601706695,1443
542,teal,yellow,leather jacket black,normal,bowler hat,eyebrow,none,0.17318063790723254,1444
2025,teal,brown,firefighter uniform,small,bucket,eyebrow,none,0.1731187318667528,1445
954,purple,brown,sailor costume,big,tiara pink,eyebrow,none,0.17305797705283907,1446
513,aries constellation,black,baseball jersey,worm,none,pumped up,none,0.17302835634415667,1447
712,teal,yellow,none,moustache normal,pajamas cap,machine,none,0.1729833786827849,1448
218,blue,black,none,silver,beanie,crying,none,0.17297663375323188,1449
1208,purple,black,none,silver,bucket,normal gold,none,0.17288472362386453,1450
873,aries constellation,brown,construction vest,worm,none,black red,none,0.17285859788180216,1451
1354,blue,black,farmer outfit,normal,headset pink,eyebrow,none,0.1728185702878941,1452
1772,blue,green,bowtie,big,gm,eyebrow,none,0.1726122983519359,1453
2142,purple,green,pocho,normal,witch hat,eyebrow,none,0.17259280714053793,1454
761,thunder,blue,witch robe,normal,straw hat,normal,none,0.17254128481323688,1455
266,thunder,purple,firefighter uniform,big,headset pink,normal,none,0.17253733393146217,1456
1632,blue,brown,cross necklace,big,brain,eyebrow,none,0.1724597521033704,1457
1048,green chart,green,none,worm,sombrero hat,unibrow,none,0.1722929411974013,1458
593,doom gloom,black skull,scarf,moustache small,none,crying,none,0.17225358465859697,1459
2104,grey,boorb,none,moustache normal,frogi,unibrow,none,0.17212797732613255,1460
281,green chart,purple,crewneck sweatshirt: pink,moustache big,none,pumped up,none,0.1720437810071243,1461
063,green chart,black,purple jacket,worm,none,black red,none,0.1719384148062741,1462
1734,purple,green,none,pipe,beanie,normal gold,none,0.1718314599393028,1463
245,blue,grey,bowtie,big,pirate hat,eyebrow,none,0.17181564196761676,1464
1738,aries constellation,black,firefighter uniform,gold small,none,unibrow,none,0.17178837367704033,1465
767,doom gloom,blue,scarf,moustache big,none,machine gold,none,0.17168267844429433,1466
1391,grey,brown,firefighter uniform,normal,leprechaun's hat,eyebrow,none,0.17161043899354902,1467
1132,sun,yellow,none,worm,beanie,unibrow,none,0.17155033192363603,1468
2064,blue,yellow belly,crewneck sweatshirt: pink,pipe,none,heart,none,0.17148461604656526,1469
604,cancer constellation,green,sailor costume,moustache big,none,normal gold,none,0.17147980188871312,1470
1579,doom gloom,pink,gold necklace,big,cavalier hat ,normal,none,0.1714443236846008,1471
364,pink sky,yellow belly,karate uniform,silver,none,unibrow,none,0.1714138673621063,1472
929,pink sky,white ninja,medal,normal,none,wounded,none,0.17139708505431947,1473
795,grey,yellow,none,pipe,cavalier hat ,black red,none,0.17138346468196847,1474
2006,teal,boorb,detective suit,moustache small,none,pumped up,none,0.17137294802727485,1475
1744,grey,blue,none,moustache small,leprechaun's hat,pumped up,none,0.17124064050571558,1476
1593,doom gloom,brown,bowtie,pipe,none,machine,none,0.17123664140781972,1477
1639,thunder,pink,tracksuit navy blue,cigar,none,machine,none,0.1711647464668063,1478
1727,rain,black skull,none,big,top hat,machine,none,0.17090562166594422,1479
1406,doom gloom,yellow belly,baseball jersey,worm,none,crying,none,0.17087744412778655,1480
1798,green chart,stone,bowtie,moustache normal,none,unibrow,none,0.17075712280197292,1481
1429,graveyard,pink love,cop uniform,moustache big,none,unibrow,none,0.17068015811170145,1482
1187,aries constellation,yellow,karate uniform,moustache small,none,pumped up,none,0.17060753044030086,1483
1876,green chart,yellow,none,moustache big,brain,unibrow,none,0.17055093806350305,1484
842,thunder,black,medal,worm,none,machine gold,none,0.17041154011424497,1485
716,purple,yellow,none,cigar,firefighter hat,black red,none,0.17004914383775496,1486
622,purple,boorb,none,small,headband,red laser gold,none,0.1699997525924043,1487
1813,blue,yellow,gold necklace,normal,viking,eyebrow,none,0.16999106299000386,1488
567,purple,black,pajamas blue holding pillow,normal,pirate hat,eyebrow,none,0.16986445188653035,1489
2016,rain,black,none,silver,top hat,unibrow,none,0.169829072877862,1490
1021,teal,yellow belly,clown outfit,normal,cone,normal,none,0.16975989625505708,1491
1253,rain,green,chef,normal,cone,normal,none,0.16962941228618275,1492
497,grey,black,tracksuit navy blue,silver,none,not normal,none,0.16962888406385143,1493
782,purple,yellow belly,clown outfit,normal,apple,normal,none,0.16962124405999657,1494
1442,thunder,pink,cop uniform,normal,sunny side up,normal,none,0.1695920234271259,1495
042,teal,yellow,none,worm,bullseye cap,heart,none,0.16958361847042694,1496
709,rain,black skull,pink dress,moustache small,none,pumped up,none,0.1694795882394656,1497
532,purple,grey,firefighter uniform,normal,straw hat,eyebrow,none,0.1694280104186633,1498
1114,purple,black,karate uniform,normal,cowboy hat,eyebrow,none,0.16938857891366832,1499
2194,thunder,grey,medal,normal,gm,normal,none,0.16925599182415835,1500
1933,thunder,grey,pink dress,normal,headband,normal,none,0.16918576076367559,1501
270,grey,grey,pajamas blue holding pillow,big,sunny side up,normal,none,0.16898370016082767,1502
628,blue sky,blue ninja,ninja staff,normal,none,crying,none,0.1688761229998843,1503
693,grey,yellow belly,karate uniform,silver,none,crying,none,0.16871420557460323,1504
405,blue,black,none,moustache small,construction hat,crying,none,0.16870617755400888,1505
460,purple,blue,none,moustache small,construction hat,crying,none,0.168610845697301,1506
1573,purple,blue,chef,big,cop hat,normal,none,0.1685764965538464,1507
1210,rain,brown,karate uniform,normal,frogi,normal,none,0.1684310661833966,1508
925,teal,purple,white shirt,small,cop hat,normal,none,0.16787122354564962,1509
1660,grey,yellow,none,moustache normal,crown king,black red,none,0.16777468111768581,1510
1547,thunder,pink,none,pipe,beanie,unibrow,none,0.16776144957761813,1511
1493,thunder,black,clown outfit,cigar,none,pumped up,none,0.16769161334672184,1512
1078,rain,black skull,none,normal,plunger,machine,none,0.1676271443110811,1513
2059,sun,blue,none,small,viking,crying,none,0.16754074496135324,1514
1189,rain,pink,cross necklace,normal,witch hat,normal,none,0.167528553982089,1515
685,thunder,pink,karate uniform,normal,baseball cap,normal,none,0.16749771949951933,1516
1305,teal,purple,firefighter uniform,small,clown hat,normal,none,0.16739048171012802,1517
189,blue sky,not berb,none,normal,tiara pink,unibrow,none,0.167340169950652,1518
931,grey,pink,medal,pipe,none,freezing beam,none,0.1672867567705454,1519
1706,purple,grey,clown outfit,big,crown king,normal,none,0.1672786787517954,1520
1042,rain,grey,green jacket,cigar,none,normal gold,none,0.16719907246688945,1521
1661,blue sky,boorb,none,moustache small,beanie,eyebrow,none,0.1671536048973567,1522
1940,rain,pink,none,cigar,cavalier hat ,unibrow,none,0.16710882138429337,1523
1890,purple,grey,leather jacket black,big,cavalier hat ,normal,none,0.16706664815482206,1524
1492,doom gloom,yellow,clown outfit,pipe,none,crying,none,0.16699865029525715,1525
241,thunder,pink,white shirt,moustache normal,none,cyclops,none,0.16688984060007406,1526
2163,blue,green,none,moustache small,bullseye cap,pumped up,none,0.16673951577620905,1527
1664,grey,green,cross necklace,small,bullseye cap,normal,none,0.16652927504728915,1528
2085,purple,blue,gold necklace,small,pajamas cap,normal,none,0.16634372725905283,1529
998,blue,blue,pajamas blue holding pillow,small,beanie,normal,none,0.16630878451870257,1530
116,green chart,pink,white shirt,moustache normal,none,black red,none,0.16628481418332744,1531
1533,cancer constellation,purple,none,big,bucket,black red,none,0.1662492252636206,1532
052,thunder,blue,none,worm,plunger,unibrow,none,0.1660600250531545,1533
316,doom gloom,robot,farmer outfit,moustache big,none,unibrow,none,0.1660454808535046,1534
987,teal,black,gladiator armor,moustache big,none,green laser,none,0.16589810460479532,1535
1032,purple,yellow belly,pocho,moustache small,none,heart,none,0.1658437258647945,1536
1563,green chart,pink love,duck floaty,normal,none,machine,none,0.16571479834661354,1537
1641,green chart,brown,pocho,pipe,none,unibrow,none,0.16568620408213847,1538
053,grey,brown,construction vest,normal,tiara pink,normal,none,0.1656727240801895,1539
2072,blue,black,cross necklace,small,poisoned apple,normal,none,0.16567052112080768,1540
1236,ninja,purple,duck floaty,big,none,freezing beam,none,0.16564009841764768,1541
1874,teal,yellow,tracksuit navy blue,big,viking,normal,none,0.16548092129605307,1542
226,rain,pink,medal,normal,cone,normal,none,0.16524221869805997,1543
393,ninja,grey ninja,cross necklace,normal,none,pumped up,none,0.16495392748598997,1544
742,grey,blue,cross necklace,moustache small,none,green laser,none,0.16492300148916458,1545
1156,purple,brown,gold necklace,big,captain hat,normal,none,0.16491084911847312,1546
838,thunder,black,none,moustache normal,tiara pink,unibrow,none,0.16485975354290416,1547
1610,grey,black,pocho,normal,pirate hat,normal,none,0.16480160054765286,1548
1045,purple,grey,pink dress,big,bowler hat,normal,none,0.16477017589048099,1549
221,blue sky,brown,none,big,frogi,black red,none,0.16473991650539277,1550
1146,thunder,grey,none,moustache big,clown hat,unibrow,none,0.16466735061568302,1551
157,aries constellation,blue,none,normal,rubber duck,crying,none,0.164635732565778,1552
551,purple,grey,karate uniform,big,bullseye cap,normal,none,0.1646156754207619,1553
341,green chart,green,none,small,frogi,black red,none,0.1646007199768731,1554
2005,teal,brown,karate uniform,small,bucket,normal,none,0.16437258897800047,1555
627,beach,yellow,none,gold small,bullseye cap,eyebrow,none,0.16436732943732427,1556
